"","latitude","longitude","carbon_values","nitrogen_values","ph_values","Landcover","Climate_Re","elevation","prec_mean","temp_mean","clouds_mean","ndvi_mean"
"8459",48.0240963855422,6.05778894472362,494,673,64,"Grassland","Cool Temperate Moist",357,93.1666666666667,13.7416666666667,41.515,0.695975
"8460",48.3052208835341,5.78643216080402,500,777,64,"Grassland","Cool Temperate Moist",369,88,13.325,43.4391666666667,0.59895
"8461",48.706827309237,6.46482412060302,0,0,0,"Grassland","Cool Temperate Moist",259,77.0833333333333,14.05,42.2041666666667,0.671025
"8462",48.5060240963855,6.46482412060302,521,594,63,"Grassland","Cool Temperate Moist",235,73.1666666666667,14.2916666666667,40.2108333333333,0.58525
"8463",48.706827309237,-0.86180904522613,489,618,65,"Grassland","Cool Temperate Moist",223,81,13.825,42.9725,0.695808333333333
"8464",48.3855421686747,6.66834170854271,486,614,64,"Grassland","Cool Temperate Moist",271,82.9166666666667,14.1166666666667,40.2308333333333,0.657554166666667
"8465",48.5863453815261,-0.319095477386934,477,657,63,"Grassland","Cool Temperate Moist",253,69.9166666666667,13.9750000000001,42.1208333333333,0.599125
"8466",47.9036144578313,5.92211055276382,501,735,66,"Grassland","Cool Temperate Moist",237,82.0833333333333,14.5500000000001,39.4933333333333,0.667175
"8467",49.3493975903614,4.83668341708543,498,635,63,"Grassland","Cool Temperate Moist",123,74.3333333333333,14.3833333333334,41.8025,0.708404166666667
"8468",48.2650602409639,5.78643216080402,511,770,66,"Grassland","Cool Temperate Moist",389,83.0833333333333,13.4583333333334,41.44,0.684704166666667
"8469",50.5542168674699,1.78391959798995,509,548,67,"Grassland","Cool Temperate Moist",79,78.4166666666667,13.7916666666667,42.2816666666667,0.675920833333333
"8470",49.429718875502,1.58040201005025,0,0,0,"Grassland","Cool Temperate Moist",166,71.25,14.0000000000001,41.7225,0.648004166666667
"8471",50.2730923694779,3.07286432160804,520,726,57,"Shrubland","Cool Temperate Moist",35,62.25,14.3916666666667,42.8508333333333,0.595945833333333
"8472",49.6305220883534,3.81909547738693,526,684,67,"Shrubland","Cool Temperate Moist",69,67.9166666666667,14.5916666666668,41.7658333333333,0.603841666666667
"8473",49.1084337349398,4.36180904522613,533,606,68,"Shrubland","Cool Temperate Moist",116,67.3333333333333,14.775,40.9775,0.5640375
"8474",49.5502008032129,3.95477386934673,487,636,60,"Shrubland","Cool Temperate Moist",96,73.1666666666667,14.5083333333334,42.1191666666667,0.5962
"8475",49.14859437751,4.56532663316583,506,567,69,"Shrubland","Cool Temperate Moist",161,72.1666666666667,14.4833333333334,41.6933333333333,0.666441666666667
"8476",49.6305220883534,3.54773869346734,514,515,68,"Shrubland","Cool Temperate Moist",76,64.9166666666667,14.575,41.4983333333333,0.587175
"8477",49.14859437751,4.63316582914573,0,0,0,"Shrubland","Cool Temperate Moist",181,73.8333333333333,14.3083333333333,41.8283333333333,0.534395833333334
"8478",49.5903614457831,3.95477386934673,505,698,67,"Shrubland","Cool Temperate Moist",107,73.4166666666667,14.3583333333333,42.2366666666667,0.622983333333333
"8479",49.1887550200803,4.56532663316583,489,515,67,"Shrubland","Cool Temperate Moist",143,73.5,14.5416666666668,41.8616666666667,0.5744625
"8480",49.1084337349398,4.42964824120603,449,490,67,"Shrubland","Cool Temperate Moist",140,69.5833333333333,14.6333333333334,41.4191666666667,0.529808333333333
"8481",49.14859437751,4.42964824120603,473,504,67,"Shrubland","Cool Temperate Moist",136,69,14.6000000000001,41.33,0.650629166666667
"8482",49.0281124497992,0.902010050251256,441,445,68,"Cropland","Cool Temperate Moist",148,65.8333333333333,14.3833333333334,40.155,0.601258333333333
"8483",49.0682730923695,4.56532663316583,526,585,67,"Cropland","Cool Temperate Moist",142,70.3333333333333,14.6083333333334,41.3825,0.469983333333333
"8484",49.14859437751,5.78643216080402,537,618,57,"Cropland","Cool Temperate Moist",201,70.1666666666667,13.9333333333334,41.6825,0.469245833333333
"8485",50.0722891566265,3.07286432160804,487,525,62,"Cropland","Cool Temperate Moist",119,67.75,14.05,43.0583333333333,0.522691666666667
"8486",50.1124497991968,3.07286432160804,520,494,62,"Cropland","Cool Temperate Moist",108,65.6666666666667,14.1166666666667,42.9141666666667,0.436716666666667
"8487",50.0321285140562,3.41206030150754,482,453,64,"Cropland","Cool Temperate Moist",126,70.5833333333333,13.9416666666668,43.3475,0.513129166666667
"8488",50.1526104417671,3.07286432160804,506,512,66,"Cropland","Cool Temperate Moist",68,63.6666666666667,14.2833333333334,42.7491666666667,0.481579166666667
"8489",49.5502008032129,2.53015075376884,490,532,57,"Cropland","Cool Temperate Moist",118,62.75,14.5000000000001,41.3975,0.517133333333333
"8490",49.2289156626506,0.902010050251256,523,493,62,"Cropland","Cool Temperate Moist",162,71.8333333333333,14.15,41.1241666666667,0.6512125
"8491",48.5863453815261,6.53266331658292,537,580,63,"Cropland","Cool Temperate Moist",238,72.25,14.3083333333334,40.6575,0.597791666666667
"8492",49.8714859437751,3.00502512562814,524,607,61,"Cropland","Cool Temperate Moist",77,64.9166666666667,14.4333333333335,41.9916666666667,0.523279166666667
"8493",49.710843373494,2.86934673366834,517,427,65,"Cropland","Cool Temperate Moist",88,64.75,14.5583333333335,41.6841666666667,0.484091666666667
"8494",49.1887550200803,4.29396984924623,498,468,65,"Cropland","Cool Temperate Moist",110,70.75,14.7416666666667,41.2766666666667,0.581979166666667
"8495",49.6305220883534,0.630653266331659,537,490,66,"Cropland","Cool Temperate Moist",137,79.1666666666667,13.7666666666667,40.6516666666667,0.57075
"8496",49.7911646586345,3.00502512562814,488,447,63,"Cropland","Cool Temperate Moist",71,63.75,14.5583333333335,41.7008333333333,0.5422
"8497",50.2329317269076,3.20854271356784,493,503,64,"Cropland","Cool Temperate Moist",56,63,14.2666666666667,42.9916666666667,0.578254166666667
"8499",49.6305220883534,2.59798994974874,486,433,67,"Cropland","Cool Temperate Moist",89,62.1666666666667,14.6166666666667,41.5,0.378170833333333
"8500",50.5943775100402,2.86934673366834,509,596,64,"Cropland","Cool Temperate Moist",27,64,14.3416666666667,42.8016666666667,0.4505375
"8501",49.7911646586345,3.47989949748744,0,0,0,"Cropland","Cool Temperate Moist",98,69.5,14.225,42.4875,0.513295833333334
"8502",49.6706827309237,0.630653266331659,574,801,58,"Cropland","Cool Temperate Moist",132,79.3333333333333,13.6416666666667,40.59,0.5123625
"8503",48.7469879518072,7.75376884422111,588,836,61,"Cropland","Cool Temperate Moist",168,72.9166666666667,14.575,41.1016666666667,0.5456
"8504",50.1927710843374,3.14070351758794,557,598,63,"Cropland","Cool Temperate Moist",77,64.9166666666667,14.2,43.1033333333333,0.5051125
"8505",49.7510040160643,3.27638190954774,610,705,62,"Cropland","Cool Temperate Moist",87,67.4166666666667,14.45,42.02,0.5866375
"8506",49.6305220883534,3.95477386934673,515,613,61,"Cropland","Cool Temperate Moist",113,73.75,14.3083333333333,42.38,0.507495833333333
"8507",48.9477911646586,5.71859296482412,506,576,61,"Cropland","Cool Temperate Moist",231,68.9166666666667,13.9083333333334,41.34,0.587041666666667
"8508",48.5060240963855,0.969849246231156,565,612,57,"Cropland","Cool Temperate Moist",211,59.3333333333333,14.3666666666667,40.2,0.62245
"8509",50.3132530120482,3.95477386934673,481,563,63,"Cropland","Cool Temperate Moist",153,73.8333333333333,13.4833333333334,44.5033333333333,0.496908333333333
"8510",48.9076305220884,1.17336683417085,493,572,62,"Cropland","Cool Temperate Moist",145,61.0833333333333,14.625,39.86,0.556695833333333
"8511",49.14859437751,5.85427135678392,500,574,60,"Cropland","Cool Temperate Moist",191,69.5,14.025,41.6283333333333,0.612670833333333
"8512",49.5502008032129,1.24120603015075,489,491,61,"Cropland","Cool Temperate Moist",168,73.1666666666667,13.9166666666667,41.465,0.593345833333333
"8513",48.7871485943775,1.51256281407035,502,545,61,"Cropland","Cool Temperate Moist",135,59.1666666666667,14.725,39.6666666666667,0.4667625
"8514",48.1847389558233,3.00502512562814,482,439,70,"Cropland","Cool Temperate Moist",150,65.1666666666667,15.1916666666668,39.5891666666667,0.538179166666667
"8515",49.6305220883534,0.834170854271357,488,519,65,"Cropland","Cool Temperate Moist",143,80.3333333333333,14.0000000000001,41.2575,0.670679166666667
"8516",50.1526104417671,3.14070351758794,501,507,63,"Cropland","Cool Temperate Moist",67,63.9166666666667,14.3166666666667,42.9366666666667,0.405083333333333
"8517",50.6746987951807,2.53015075376884,414,336,65,"Cropland","Cool Temperate Moist",16,62.75,14.1166666666667,42.5241666666667,0.623179166666667
"8518",49.5100401606426,4.29396984924623,443,493,66,"Cropland","Cool Temperate Moist",90,69.4166666666667,14.6000000000001,41.6958333333333,0.405879166666667
"8519",48.4658634538153,0.969849246231156,432,369,68,"Cropland","Cool Temperate Moist",216,59.5,14.3666666666667,40.31,0.572475
"8520",49.5502008032129,3.88693467336683,433,528,66,"Cropland","Cool Temperate Moist",89,69.1666666666667,14.6083333333334,41.6166666666667,0.448104166666667
"8521",50.5943775100402,2.59798994974874,440,434,70,"Cropland","Cool Temperate Moist",17,62.25,14.2,42.6091666666667,0.57905
"8522",50.1927710843374,3.34422110552764,449,340,68,"Cropland","Cool Temperate Moist",75,63.6666666666667,14.225,43.0475,0.485108333333333
"8523",47.5823293172691,5.78643216080402,476,370,67,"Cropland","Cool Temperate Moist",201,78.25,15.1583333333334,37.7383333333333,0.649775
"8524",47.9839357429719,7.41457286432161,0,0,0,"Cropland","Cool Temperate Moist",197,77.6666666666667,15.05,38.9066666666667,0.4702375
"8525",49.8313253012048,3.41206030150754,433,340,69,"Cropland","Cool Temperate Moist",94,67.9166666666667,14.325,42.2425,0.537770833333333
"8526",50.5542168674699,3.07286432160804,0,0,0,"Cropland","Cool Temperate Moist",41,65,14.3,43.0533333333333,0.588729166666667
"8527",48.7871485943775,0.969849246231156,439,390,68,"Cropland","Cool Temperate Moist",168,60.4166666666667,14.4416666666667,39.905,0.597295833333333
"8528",48.7469879518072,1.17336683417085,445,480,71,"Cropland","Cool Temperate Moist",164,56.3333333333333,14.5166666666667,39.9641666666667,0.5001625
"8529",50.1927710843374,3.27638190954774,429,482,69,"Cropland","Cool Temperate Moist",62,62.5833333333333,14.3083333333333,43.0341666666667,0.486816666666667
"8530",48.6265060240964,3.27638190954774,415,480,68,"Cropland","Cool Temperate Moist",163,66,14.8916666666667,40.8083333333333,0.44075
"8531",49.710843373494,0.834170854271357,417,460,71,"Cropland","Cool Temperate Moist",143,80.3333333333333,13.8500000000001,41.1133333333333,0.663758333333333
"8532",48.8674698795181,1.17336683417085,459,733,61,"Cropland","Cool Temperate Moist",147,60.25,14.6083333333333,39.8516666666667,0.558620833333333
"8533",49.1887550200803,0.902010050251256,445,530,69,"Cropland","Cool Temperate Moist",144,69.1666666666667,14.2833333333334,40.6641666666667,0.6037125
"8534",49.1084337349398,4.29396984924623,417,626,62,"Cropland","Cool Temperate Moist",103,66.4166666666667,14.85,40.7758333333333,0.505254166666667
"8535",48.2248995983936,3.00502512562814,467,640,66,"Cropland","Cool Temperate Moist",157,65.1666666666667,15.1333333333334,39.6983333333333,0.547658333333333
"8536",48.7469879518072,7.9572864321608,413,634,66,"Cropland","Cool Temperate Moist",122,69.6666666666667,14.9416666666667,40.8541666666667,0.456825
"8537",49.7911646586345,2.86934673366834,433,527,68,"Cropland","Cool Temperate Moist",79,64.25,14.5083333333334,41.765,0.534891666666667
"8538",49.429718875502,4.36180904522613,446,545,67,"Cropland","Cool Temperate Moist",129,73.4166666666667,14.4166666666667,42.3041666666667,0.478733333333333
"8539",49.0281124497992,4.29396984924623,437,476,69,"Cropland","Cool Temperate Moist",89,65.3333333333333,14.975,40.6841666666667,0.491891666666667
"8540",49.7510040160643,3.41206030150754,444,525,71,"Cropland","Cool Temperate Moist",101,67.6666666666667,14.3333333333334,41.9266666666667,0.499958333333333
"8541",49.710843373494,3.27638190954774,447,552,70,"Cropland","Cool Temperate Moist",73,64.8333333333333,14.575,41.5583333333333,0.527683333333333
"8542",49.9116465863454,3.41206030150754,467,550,72,"Cropland","Cool Temperate Moist",111,67.9166666666667,14.1416666666667,42.3566666666667,0.473908333333333
"8543",49.6706827309237,3.61557788944724,439,519,72,"Cropland","Cool Temperate Moist",78,67.0833333333333,14.5083333333334,41.7275,0.4966375
"8544",47.9839357429719,3.07286432160804,490,580,71,"Cropland","Cool Temperate Moist",169,67.1666666666667,15.0666666666667,39.4391666666667,0.585458333333333
"8545",48.6666666666667,2.12311557788945,501,564,71,"Cropland","Cool Temperate Moist",159,64,14.7916666666667,40.6275,0.5853
"8546",50.2329317269076,3.34422110552764,451,674,60,"Cropland","Cool Temperate Moist",66,63.3333333333333,14.2083333333333,43.1291666666667,0.545308333333333
"8547",49.5903614457831,2.39447236180905,463,746,69,"Cropland","Cool Temperate Moist",120,64,14.4166666666667,41.3466666666667,0.527716666666667
"8548",48.5863453815261,1.85175879396985,499,591,70,"Cropland","Cool Temperate Moist",163,58.6666666666667,14.8083333333333,39.7516666666667,0.495483333333333
"8549",48.6265060240964,7.68592964824121,488,689,66,"Cropland","Cool Temperate Moist",168,73.1666666666667,14.7083333333334,40.6591666666667,0.472479166666667
"8550",49.7510040160643,3.00502512562814,495,685,67,"Cropland","Cool Temperate Moist",67,62.8333333333333,14.6250000000001,41.5416666666667,0.481158333333333
"8551",48.706827309237,3.34422110552764,461,665,67,"Cropland","Cool Temperate Moist",163,64.25,14.8166666666667,40.6891666666667,0.470933333333333
"8552",50.8353413654618,2.32663316582915,479,563,67,"Cropland","Cool Temperate Moist",22,67,14.05,42.2308333333333,0.47025
"8553",49.2289156626506,5.85427135678392,468,609,67,"Cropland","Cool Temperate Moist",219,72.3333333333333,13.8000000000001,42.215,0.664675
"8554",48.8273092369478,0.902010050251256,525,531,68,"Cropland","Cool Temperate Moist",175,62,14.35,40.06,0.607216666666667
"8555",48.1044176706827,3.00502512562814,483,584,65,"Cropland","Cool Temperate Moist",158,65.9166666666667,15.1666666666667,39.5991666666667,0.6446125
"8556",48.8674698795181,5.71859296482412,487,433,69,"Cropland","Cool Temperate Moist",233,69.8333333333333,13.9166666666667,41.21,0.608420833333333
"8557",48.2248995983936,4.02261306532663,477,628,66,"Cropland","Cool Temperate Moist",123,59.75,15.1666666666667,38.9241666666667,0.404225
"8558",49.5502008032129,3.20854271356784,482,686,62,"Cropland","Cool Temperate Moist",54,60.8333333333333,14.8416666666666,41.1191666666667,0.589529166666667
"8559",50.2329317269076,3.07286432160804,501,630,65,"Cropland","Cool Temperate Moist",49,62.3333333333333,14.325,42.8083333333333,0.534770833333333
"8560",50.9156626506024,2.12311557788945,495,589,66,"Cropland","Cool Temperate Moist",1,64.6666666666667,14.025,41.6341666666667,0.511754166666667
"8561",50.6345381526104,2.46231155778895,468,558,65,"Cropland","Cool Temperate Moist",17,62.6666666666667,14.1083333333334,42.5225,0.636508333333333
"8562",50.8353413654618,2.46231155778895,493,567,65,"Cropland","Cool Temperate Moist",20,64.6666666666667,14.0833333333334,42.3233333333333,0.55305
"8563",48.9477911646586,4.29396984924623,511,576,61,"Cropland","Cool Temperate Moist",113,61.5,14.925,40.4908333333333,0.463091666666667
"8564",49.0281124497992,1.24120603015075,515,715,62,"Cropland","Cool Temperate Moist",140,63.6666666666667,14.6166666666667,40.2291666666667,0.578170833333333
"8565",50.0321285140562,3.20854271356784,485,571,63,"Cropland","Cool Temperate Moist",118,67.1666666666667,14.1166666666667,42.9266666666667,0.626583333333333
"8566",48.5461847389558,7.55025125628141,531,777,59,"Cropland","Cool Temperate Moist",161,73.75,14.775,40.2683333333333,0.6071625
"8567",48.9879518072289,0.766331658291458,525,695,57,"Cropland","Cool Temperate Moist",165,64.8333333333333,14.2583333333333,40.1725,0.583529166666667
"8568",49.5903614457831,0.291457286432161,509,785,58,"Cropland","Cool Temperate Moist",114,84.3333333333333,13.1416666666667,39.6841666666667,0.6121125
"8569",48.8674698795181,3.00502512562814,510,947,54,"Cropland","Cool Temperate Moist",148,69.8333333333333,14.775,41.125,0.515183333333333
"8570",50.7550200803213,3.07286432160804,510,624,59,"Cropland","Cool Temperate Moist",30,63.4166666666667,14.2166666666666,42.7916666666667,0.653491666666667
"8571",49.1887550200803,0.969849246231156,560,654,56,"Cropland","Cool Temperate Moist",148,69.25,14.2666666666666,40.6616666666667,0.596233333333333
"8572",50.2730923694779,3.34422110552764,511,745,59,"Cropland","Cool Temperate Moist",57,63,14.2416666666667,43.1558333333333,0.5255125
"8573",50.9156626506024,2.19095477386935,512,624,59,"Cropland","Cool Temperate Moist",0,64.25,14.0833333333334,41.7583333333333,0.494191666666667
"8574",50.714859437751,2.39447236180905,540,673,56,"Cropland","Cool Temperate Moist",63,66.5833333333333,13.9083333333334,42.4533333333333,0.6318375
"8575",49.7911646586345,3.34422110552764,498,645,55,"Cropland","Cool Temperate Moist",88,68.5833333333333,14.375,42.2508333333333,0.4669125
"8576",50.4738955823293,3.34422110552764,540,751,57,"Cropland","Cool Temperate Moist",20,61.3333333333333,14.3083333333333,43.1608333333333,0.576941666666667
"8577",50.5140562248996,3.27638190954774,543,661,53,"Cropland","Cool Temperate Moist",43,63.4166666666667,14.225,43.1508333333333,0.486425
"8578",50.3935742971888,3.20854271356784,524,689,53,"Cropland","Cool Temperate Moist",22,60.8333333333333,14.4083333333334,43.05,0.582904166666667
"8579",48.8273092369478,0.630653266331659,544,918,54,"Cropland","Cool Temperate Moist",244,65.3333333333333,13.8583333333333,41.4158333333333,0.5468125
"8580",48.8674698795181,4.22613065326633,518,810,55,"Cropland","Cool Temperate Moist",156,63.0833333333333,14.7583333333334,40.8858333333333,0.599195833333333
"8581",50.6345381526104,2.53015075376884,526,687,53,"Cropland","Cool Temperate Moist",16,62.4166666666667,14.15,42.5541666666667,0.645745833333333
"8582",47.7429718875502,3.00502512562814,545,765,53,"Cropland","Cool Temperate Moist",192,69,15.0333333333334,39.9208333333333,0.599958333333333
"8583",49.1084337349398,2.93718592964824,504,826,58,"Cropland","Cool Temperate Moist",114,65.25,14.775,40.9433333333333,0.583870833333333
"8584",48.5060240963855,0.902010050251256,477,750,56,"Cropland","Cool Temperate Moist",228,61.25,14.2500000000001,40.3625,0.664445833333333
"8585",49.7911646586345,3.27638190954774,556,962,54,"Cropland","Cool Temperate Moist",98,67.4166666666667,14.3583333333333,42.1216666666667,0.428270833333333
"8586",50.3935742971888,3.14070351758794,529,828,54,"Cropland","Cool Temperate Moist",14,61,14.4583333333334,42.99,0.573625
"8587",49.6706827309237,0.902010050251256,487,765,55,"Cropland","Cool Temperate Moist",158,81.0833333333333,13.9250000000001,41.5633333333333,0.602408333333333
"8588",48.0642570281125,3.14070351758794,554,831,52,"Cropland","Cool Temperate Moist",184,69.0833333333333,14.95,40.1458333333333,0.515995833333333
"8589",48.9076305220884,4.97236180904523,545,664,54,"Cropland","Cool Temperate Moist",172,73.5833333333333,14.5166666666667,41.4891666666667,0.523770833333333
"8590",48.9879518072289,1.17336683417085,516,637,57,"Cropland","Cool Temperate Moist",137,62.8333333333333,14.6250000000001,40.025,0.568275
"8591",50.1124497991968,2.19095477386935,536,726,53,"Cropland","Cool Temperate Moist",137,77.9166666666667,13.825,42.9766666666667,0.539604166666667
"8592",50.2730923694779,3.41206030150754,540,651,56,"Cropland","Cool Temperate Moist",48,63.75,14.2583333333334,43.3158333333333,0.432116666666667
"8593",49.3092369477912,1.58040201005025,557,693,58,"Cropland","Cool Temperate Moist",101,64.0833333333333,14.5083333333334,40.1425,0.4923875
"8594",48.6666666666667,3.41206030150754,550,704,56,"Cropland","Cool Temperate Moist",149,63.5833333333333,14.8916666666667,40.3441666666667,0.550554166666667
"8595",49.710843373494,3.00502512562814,506,745,58,"Cropland","Cool Temperate Moist",81,63.6666666666667,14.5750000000001,41.515,0.527141666666667
"8596",50.9156626506024,2.32663316582915,543,722,60,"Cropland","Cool Temperate Moist",0,64.1666666666667,14.1333333333333,42.0108333333333,0.510116666666667
"8597",47.5421686746988,5.85427135678392,514,761,60,"Cropland","Cool Temperate Moist",208,80.0833333333333,15.1666666666667,37.5808333333333,0.616354166666667
"8598",48.8674698795181,1.10552763819095,511,693,63,"Cropland","Cool Temperate Moist",156,60.5833333333333,14.5333333333334,39.9833333333333,0.555608333333333
"8599",49.1084337349398,5.78643216080402,493,629,65,"Cropland","Cool Temperate Moist",194,69.5833333333333,14.0083333333334,41.6208333333333,0.514433333333333
"8600",49.6706827309237,3.68341708542714,438,586,65,"Cropland","Cool Temperate Moist",66,67.5,14.55,41.7658333333333,0.6366125
"8601",49.14859437751,5.71859296482412,475,791,63,"Cropland","Cool Temperate Moist",197,70.4166666666667,13.9750000000001,41.6741666666667,0.595458333333333
"8602",50.4738955823293,3.47989949748744,430,726,60,"Cropland","Cool Temperate Moist",24,61.6666666666667,14.275,43.3683333333333,0.624820833333333
"8603",48.2248995983936,4.22613065326633,426,696,56,"Cropland","Cool Temperate Moist",128,65.5833333333333,15.1666666666667,39.5083333333333,0.559175
"8604",50.0722891566265,3.47989949748744,442,618,59,"Cropland","Cool Temperate Moist",145,69.8333333333333,13.8333333333333,43.3383333333333,0.627695833333333
"8605",50.0321285140562,1.64824120603015,464,511,68,"Cropland","Cool Temperate Moist",108,78.1666666666667,13.8916666666667,41.575,0.56015
"8606",50.5140562248996,3.07286432160804,446,870,63,"Cropland","Cool Temperate Moist",49,65.3333333333333,14.2666666666667,43.12,0.6007875
"8607",48.4658634538153,2.93718592964824,431,489,68,"Cropland","Cool Temperate Moist",104,63.5833333333333,15.3583333333333,39.8883333333333,0.599958333333333
"8608",49.8313253012048,2.53015075376884,399,671,68,"Cropland","Cool Temperate Moist",78,65.3333333333333,14.5166666666667,42.0041666666667,0.4960375
"8609",50.6345381526104,2.73366834170854,432,479,66,"Cropland","Cool Temperate Moist",15,62.4166666666667,14.2916666666666,42.6083333333333,0.527520833333333
"8610",48.9879518072289,4.83668341708543,465,588,65,"Cropland","Cool Temperate Moist",176,71.4166666666667,14.4583333333334,41.3566666666667,0.522433333333333
"8611",49.3092369477912,0.766331658291458,440,612,66,"Cropland","Cool Temperate Moist",144,72.1666666666667,14.2416666666667,40.9008333333333,0.644741666666667
"8612",49.4698795180723,3.88693467336683,437,651,65,"Cropland","Cool Temperate Moist",64,67.25,14.8,41.4158333333333,0.522891666666667
"8613",49.6706827309237,3.81909547738693,439,584,67,"Cropland","Cool Temperate Moist",84,70.5833333333333,14.4333333333333,41.9625,0.636254166666667
"8614",49.6305220883534,1.10552763819095,465,699,52,"Cropland","Cool Temperate Moist",164,76.4166666666667,13.9416666666667,41.3275,0.6015625
"8615",50.1124497991968,3.47989949748744,449,477,64,"Cropland","Cool Temperate Moist",134,68.5,13.8916666666667,43.4441666666667,0.577545833333333
"8616",50.8755020080321,1.98743718592965,449,645,65,"Cropland","Cool Temperate Moist",3,64.75,13.9,41.4375,0.5475625
"8617",50.5140562248996,3.47989949748744,448,598,67,"Cropland","Cool Temperate Moist",24,62.5,14.2583333333334,43.3941666666667,0.612595833333333
"8618",48.9076305220884,0.834170854271357,468,666,63,"Cropland","Cool Temperate Moist",183,65.0833333333333,14.2166666666667,40.535,0.540679166666667
"8619",47.8232931726908,3.07286432160804,444,535,67,"Cropland","Cool Temperate Moist",187,65.6666666666667,15.0416666666667,39.4716666666667,0.5706
"8620",48.9076305220884,4.29396984924623,479,571,66,"Cropland","Cool Temperate Moist",121,61.1666666666667,14.875,40.475,0.507341666666667
"8621",47.7831325301205,3.07286432160804,488,755,55,"Cropland","Cool Temperate Moist",174,66.1666666666667,15.0916666666668,39.3958333333333,0.626720833333333
"8622",49.14859437751,0.834170854271357,483,757,52,"Cropland","Cool Temperate Moist",137,67.1666666666667,14.3416666666668,40.2958333333333,0.622579166666667
"8623",49.710843373494,3.07286432160804,443,750,60,"Cropland","Cool Temperate Moist",63,64.0833333333333,14.6416666666667,41.48,0.496229166666667
"8624",49.6305220883534,0.35929648241206,474,745,56,"Cropland","Cool Temperate Moist",127,82.9166666666667,13.1333333333334,39.7175,0.545916666666667
"8625",49.4698795180723,4.56532663316583,504,762,57,"Cropland","Cool Temperate Moist",87,68.6666666666667,14.5416666666667,41.5275,0.5893875
"8626",49.9919678714859,3.41206030150754,479,642,67,"Cropland","Cool Temperate Moist",152,70.8333333333333,13.85,43.275,0.552004166666667
"8627",49.8714859437751,3.27638190954774,0,0,0,"Cropland","Cool Temperate Moist",95,67.3333333333333,14.275,42.2666666666667,0.423579166666667
"8628",48.706827309237,0.834170854271357,454,450,69,"Cropland","Cool Temperate Moist",199,59.9166666666667,14.3083333333333,40.0808333333333,0.595979166666667
"8629",48.9076305220884,1.24120603015075,478,543,69,"Cropland","Cool Temperate Moist",147,60.9166666666667,14.6416666666667,39.9433333333333,0.456970833333333
"8630",50.5542168674699,3.14070351758794,473,504,70,"Cropland","Cool Temperate Moist",28,63.25,14.3166666666667,43.0266666666667,0.556954166666667
"8631",50.5140562248996,3.14070351758794,455,472,70,"Cropland","Cool Temperate Moist",44,63.5,14.2500000000001,43.0083333333333,0.670341666666667
"8632",48.706827309237,1.10552763819095,467,540,68,"Cropland","Cool Temperate Moist",173,57.4166666666667,14.4916666666667,40.1141666666667,0.605783333333333
"8633",50.9558232931727,2.05527638190955,465,493,68,"Cropland","Cool Temperate Moist",1,64.9166666666667,13.875,41.4433333333333,0.4547625
"8634",50.3132530120482,3.41206030150754,447,491,68,"Cropland","Cool Temperate Moist",52,62.8333333333333,14.2416666666667,43.305,0.651825
"8635",50.1526104417671,3.27638190954774,474,477,69,"Cropland","Cool Temperate Moist",87,65.5,14.1666666666667,43.2133333333333,0.5407875
"8636",50.9558232931727,2.53015075376884,474,447,67,"Cropland","Cool Temperate Moist",7,63.1666666666667,14.0833333333334,42.1183333333333,0.540516666666667
"8637",50.995983935743,2.53015075376884,459,619,69,"Cropland","Cool Temperate Moist",-1,62.6666666666667,14.0083333333333,42.0216666666667,0.595558333333333
"8638",47.9839357429719,3.20854271356784,494,537,68,"Cropland","Cool Temperate Moist",165,64.5,15.0833333333334,39.0158333333333,0.533583333333333
"8639",50.433734939759,3.41206030150754,509,588,69,"Cropland","Cool Temperate Moist",17,61.3333333333333,14.325,43.2608333333333,0.680079166666667
"8640",50.2730923694779,3.27638190954774,470,496,67,"Cropland","Cool Temperate Moist",50,62.8333333333333,14.2833333333334,43.1175,0.48295
"8641",50.6345381526104,2.59798994974874,484,581,65,"Cropland","Cool Temperate Moist",16,62.3333333333333,14.1833333333333,42.5575,0.609654166666666
"8642",50.3132530120482,3.07286432160804,480,619,64,"Cropland","Cool Temperate Moist",38,63,14.3750000000001,42.9,0.435579166666667
"8643",49.1887550200803,5.71859296482412,462,607,66,"Cropland","Cool Temperate Moist",204,72.5,13.9166666666667,42.0291666666667,0.549491666666667
"8644",49.7911646586345,3.20854271356784,473,601,67,"Cropland","Cool Temperate Moist",76,65.6666666666667,14.5333333333334,41.84,0.554829166666667
"8645",48.9076305220884,0.766331658291458,0,0,0,"Cropland","Cool Temperate Moist",185,64.5833333333333,14.2,40.5341666666667,0.565775
"8646",48.5060240963855,1.17336683417085,0,0,0,"Cropland","Cool Temperate Moist",211,56.4166666666667,14.4333333333334,40.0225,0.538833333333333
"8647",48.8674698795181,3.07286432160804,486,607,63,"Cropland","Cool Temperate Moist",137,68.3333333333333,14.8583333333333,40.875,0.470129166666667
"8648",48.706827309237,1.17336683417085,496,621,64,"Cropland","Cool Temperate Moist",170,56.75,14.525,39.9916666666667,0.542654166666667
"8649",48.6666666666667,1.17336683417085,478,666,65,"Cropland","Cool Temperate Moist",177,55.9166666666667,14.5166666666667,39.7108333333333,0.5264375
"8650",49.3092369477912,5.65075376884422,482,537,64,"Cropland","Cool Temperate Moist",245,76.9166666666667,13.6166666666667,43.225,0.581383333333333
